     tim; pos; vol; res; tur; rat; amp; pow; eAd; eFl; sMs; sKh; 
  197.03; 1; 725; 4.456; 26.047; 0.257; 41.814; 30315.15; 88.586; 2402122.182; 11.975; 43.11; 
  197.05; 1; 725; 4.456; 26.048; 0.257; 41.814; 30315.15; 88.586; 2402210.768; 11.976; 43.114; 
  197.07; 1; 725; 4.456; 26.048; 0.257; 41.814; 30315.15; 88.586; 2402299.354; 11.976; 43.114; 
  197.08; 1; 725; 4.456; 26.049; 0.257; 41.814; 30315.15; 88.586; 2402387.94; 11.976; 43.114; 
  197.10; 1; 725; 4.456; 26.049; 0.257; 41.814; 30315.15; 88.586; 2402476.526; 11.976; 43.114; 
  197.12; 1; 725; 4.456; 26.05; 0.257; 41.814; 30315.15; 88.586; 2402565.112; 11.977; 43.117; 
  197.13; 1; 725; 4.456; 26.05; 0.257; 41.814; 30315.15; 88.586; 2402653.698; 11.977; 43.117; 
  197.15; 1; 725; 4.456; 26.051; 0.257; 41.814; 30315.15; 88.586; 2402742.284; 11.977; 43.117; 
  197.17; 1; 725; 4.456; 26.051; 0.257; 41.814; 30315.15; 88.586; 2402830.87; 11.977; 43.117; 
  197.18; 1; 725; 4.456; 26.052; 0.257; 41.814; 30315.15; 88.586; 2402919.456; 11.977; 43.117; 
  197.20; 1; 725; 4.456; 26.052; 0.257; 41.814; 30315.15; 88.586; 2403008.042; 11.978; 43.121; 
  197.22; 1; 725; 4.456; 26.053; 0.257; 41.814; 30315.15; 88.586; 2403096.628; 11.978; 43.121; 
  197.23; 1; 725; 4.456; 26.053; 0.257; 41.814; 30315.15; 88.586; 2403185.214; 11.978; 43.121; 
  197.25; 1; 725; 4.456; 26.054; 0.257; 41.814; 30315.15; 88.586; 2403273.8; 11.978; 43.121; 
  197.27; 1; 725; 4.456; 26.054; 0.257; 41.814; 30315.15; 88.586; 2403362.386; 11.978; 43.121; 
  197.28; 1; 725; 4.456; 26.055; 0.257; 41.814; 30315.15; 88.586; 2403450.972; 11.979; 43.124; 
  197.30; 1; 725; 4.456; 26.055; 0.257; 41.814; 30315.15; 88.586; 2403539.558; 11.979; 43.124; 
  197.32; 1; 725; 4.456; 26.056; 0.257; 41.814; 30315.15; 88.586; 2403628.144; 11.979; 43.124; 
  197.33; 1; 725; 4.456; 26.056; 0.257; 41.814; 30315.15; 88.586; 2403716.73; 11.979; 43.124; 
  197.35; 1; 725; 4.456; 26.057; 0.257; 41.814; 30315.15; 88.586; 2403805.316; 11.98; 43.128; 
  197.37; 1; 725; 4.456; 26.057; 0.257; 41.814; 30315.15; 88.586; 2403893.902; 11.98; 43.128; 
  197.38; 1; 725; 4.456; 26.058; 0.257; 41.814; 30315.15; 88.586; 2403982.488; 11.98; 43.128; 
  197.40; 1; 725; 4.456; 26.058; 0.257; 41.814; 30315.15; 88.586; 2404071.074; 11.98; 43.128; 
  197.42; 1; 725; 4.456; 26.058; 0.257; 41.814; 30315.15; 88.586; 2404159.66; 11.98; 43.128; 
  197.43; 1; 725; 4.456; 26.059; 0.257; 41.814; 30315.15; 88.586; 2404248.246; 11.981; 43.132; 
  197.45; 1; 725; 4.456; 26.059; 0.257; 41.814; 30315.15; 88.586; 2404336.832; 11.981; 43.132; 
  197.47; 1; 725; 4.456; 26.06; 0.257; 41.814; 30315.15; 88.586; 2404425.418; 11.981; 43.132; 
  197.48; 1; 725; 4.456; 26.06; 0.257; 41.814; 30315.15; 88.586; 2404514.004; 11.981; 43.132; 
  197.50; 1; 725; 4.456; 26.061; 0.257; 41.814; 30315.15; 88.586; 2404602.59; 11.982; 43.135; 
  197.52; 1; 725; 4.456; 26.061; 0.257; 41.814; 30315.15; 88.586; 2404691.176; 11.982; 43.135; 
  197.53; 1; 725; 4.456; 26.062; 0.257; 41.814; 30315.15; 88.586; 2404779.762; 11.982; 43.135; 
  197.55; 1; 725; 4.456; 26.062; 0.257; 41.814; 30315.15; 88.586; 2404868.348; 11.982; 43.135; 
  197.57; 1; 725; 4.456; 26.063; 0.257; 41.814; 30315.15; 88.586; 2404956.934; 11.982; 43.135; 
  197.58; 1; 725; 4.456; 26.063; 0.257; 41.814; 30315.15; 88.586; 2405045.52; 11.983; 43.139; 
  197.60; 1; 725; 4.456; 26.064; 0.257; 41.814; 30315.15; 88.586; 2405134.106; 11.983; 43.139; 
  197.62; 1; 725; 4.456; 26.064; 0.257; 41.814; 30315.15; 88.586; 2405222.692; 11.983; 43.139; 
  197.63; 1; 725; 4.456; 26.065; 0.257; 41.814; 30315.15; 88.586; 2405311.278; 11.983; 43.139; 
  197.65; 1; 725; 4.456; 26.065; 0.257; 41.814; 30315.15; 88.586; 2405399.864; 11.984; 43.142; 
  197.67; 1; 725; 4.456; 26.066; 0.257; 41.814; 30315.15; 88.586; 2405488.45; 11.984; 43.142; 
  197.68; 1; 725; 4.456; 26.066; 0.257; 41.814; 30315.15; 88.586; 2405577.036; 11.984; 43.142; 
  197.70; 1; 725; 4.456; 26.067; 0.257; 41.814; 30315.15; 88.586; 2405665.622; 11.984; 43.142; 
  197.72; 1; 725; 4.456; 26.067; 0.257; 41.814; 30315.15; 88.586; 2405754.208; 11.984; 43.142; 
  197.73; 1; 725; 4.456; 26.068; 0.257; 41.814; 30315.15; 88.586; 2405842.794; 11.985; 43.146; 
  197.75; 1; 725; 4.456; 26.068; 0.257; 41.814; 30315.15; 88.586; 2405931.38; 11.985; 43.146; 
  197.77; 1; 725; 4.456; 26.069; 0.257; 41.814; 30315.15; 88.586; 2406019.966; 11.985; 43.146; 
  197.78; 1; 725; 4.456; 26.069; 0.257; 41.814; 30315.15; 88.586; 2406108.552; 11.985; 43.146; 
  197.80; 1; 725; 4.456; 26.07; 0.257; 41.814; 30315.15; 88.586; 2406197.138; 11.986; 43.15; 
  197.82; 1; 725; 4.456; 26.07; 0.257; 41.814; 30315.15; 88.586; 2406285.724; 11.986; 43.15; 
  197.83; 1; 725; 4.456; 26.07; 0.257; 41.814; 30315.15; 88.586; 2406374.31; 11.986; 43.15; 
  197.85; 1; 725; 4.456; 26.071; 0.257; 41.814; 30315.15; 88.586; 2406462.896; 11.986; 43.15; 
  197.87; 1; 725; 4.456; 26.071; 0.257; 41.814; 30315.15; 88.586; 2406551.482; 11.986; 43.15; 
  197.88; 1; 725; 4.456; 26.072; 0.257; 41.814; 30315.15; 88.586; 2406640.068; 11.987; 43.153; 
  197.90; 1; 725; 4.456; 26.072; 0.257; 41.814; 30315.15; 88.586; 2406728.654; 11.987; 43.153; 
  197.92; 1; 725; 4.456; 26.073; 0.257; 41.814; 30315.15; 88.586; 2406817.24; 11.987; 43.153; 
  197.93; 1; 725; 4.456; 26.073; 0.257; 41.814; 30315.15; 88.586; 2406905.826; 11.987; 43.153; 
  197.95; 1; 725; 4.456; 26.074; 0.257; 41.814; 30315.15; 88.586; 2406994.412; 11.988; 43.157; 
  197.97; 1; 725; 4.456; 26.074; 0.257; 41.814; 30315.15; 88.586; 2407082.998; 11.988; 43.157; 
  197.98; 1; 725; 4.456; 26.075; 0.257; 41.814; 30315.15; 88.586; 2407171.584; 11.988; 43.157; 
  198.00; 1; 725; 4.456; 26.075; 0.257; 41.814; 30315.15; 88.586; 2407260.17; 11.988; 43.157; 
  198.02; 1; 725; 4.456; 26.076; 0.257; 41.814; 30315.15; 88.586; 2407348.756; 11.988; 43.157; 
  198.03; 1; 725; 4.456; 26.076; 0.257; 41.814; 30315.15; 88.586; 2407437.342; 11.989; 43.16; 
  198.05; 1; 725; 4.456; 26.077; 0.257; 41.814; 30315.15; 88.586; 2407525.928; 11.989; 43.16; 
  198.07; 1; 725; 4.456; 26.077; 0.257; 41.814; 30315.15; 88.586; 2407614.514; 11.989; 43.16; 
  198.08; 1; 725; 4.456; 26.078; 0.257; 41.814; 30315.15; 88.586; 2407703.1; 11.989; 43.16; 
  198.10; 1; 725; 4.456; 26.078; 0.257; 41.814; 30315.15; 88.586; 2407791.686; 11.99; 43.164; 
  198.12; 1; 725; 4.456; 26.079; 0.257; 41.814; 30315.15; 88.586; 2407880.272; 11.99; 43.164; 
  198.13; 1; 725; 4.456; 26.079; 0.257; 41.814; 30315.15; 88.586; 2407968.858; 11.99; 43.164; 
  198.15; 1; 725; 4.456; 26.08; 0.257; 41.814; 30315.15; 88.586; 2408057.444; 11.99; 43.164; 
  198.17; 1; 725; 4.456; 26.08; 0.257; 41.814; 30315.15; 88.586; 2408146.03; 11.99; 43.164; 
  198.18; 1; 725; 4.456; 26.081; 0.257; 41.814; 30315.15; 88.586; 2408234.616; 11.991; 43.168; 
  198.20; 1; 725; 4.456; 26.081; 0.257; 41.814; 30315.15; 88.586; 2408323.202; 11.991; 43.168; 
  198.22; 1; 725; 4.456; 26.082; 0.257; 41.814; 30315.15; 88.586; 2408411.788; 11.991; 43.168; 
  198.23; 1; 725; 4.456; 26.082; 0.257; 41.814; 30315.15; 88.586; 2408500.374; 11.991; 43.168; 
  198.25; 1; 725; 4.456; 26.082; 0.257; 41.814; 30315.15; 88.586; 2408588.96; 11.992; 43.171; 
  198.27; 1; 725; 4.456; 26.083; 0.257; 41.814; 30315.15; 88.586; 2408677.546; 11.992; 43.171; 
  198.28; 1; 725; 4.456; 26.083; 0.257; 41.814; 30315.15; 88.586; 2408766.132; 11.992; 43.171; 
  198.30; 1; 725; 4.456; 26.084; 0.257; 41.814; 30315.15; 88.586; 2408854.718; 11.992; 43.171; 
  198.32; 1; 725; 4.456; 26.084; 0.257; 41.814; 30315.15; 88.586; 2408943.304; 11.992; 43.171; 
  198.33; 1; 725; 4.456; 26.085; 0.257; 41.814; 30315.15; 88.586; 2409031.89; 11.993; 43.175; 
  198.35; 1; 725; 4.456; 26.085; 0.257; 41.814; 30315.15; 88.586; 2409120.476; 11.993; 43.175; 
  198.37; 1; 725; 4.456; 26.086; 0.257; 41.814; 30315.15; 88.586; 2409209.062; 11.993; 43.175; 
  198.38; 1; 725; 4.456; 26.086; 0.257; 41.814; 30315.15; 88.586; 2409297.648; 11.993; 43.175; 
  198.40; 1; 725; 4.456; 26.087; 0.257; 41.814; 30315.15; 88.586; 2409386.234; 11.993; 43.175; 
  198.42; 1; 725; 4.456; 26.087; 0.257; 41.814; 30315.15; 88.586; 2409474.82; 11.994; 43.178; 
  198.43; 1; 725; 4.456; 26.088; 0.256; 41.652; 30197.7; 86.628; 2409561.448; 11.994; 43.178; 
  198.45; 1; 725; 4.456; 26.088; 0.256; 41.652; 30197.7; 86.628; 2409648.076; 11.994; 43.178; 
  198.47; 1; 725; 4.456; 26.089; 0.256; 41.652; 30197.7; 86.628; 2409734.704; 11.994; 43.178; 
  198.48; 1; 725; 4.456; 26.089; 0.256; 41.652; 30197.7; 86.628; 2409821.332; 11.995; 43.182; 
  198.50; 1; 725; 4.456; 26.09; 0.256; 41.652; 30197.7; 86.628; 2409907.96; 11.995; 43.182; 
  198.52; 1; 725; 4.456; 26.09; 0.256; 41.652; 30197.7; 86.628; 2409994.588; 11.995; 43.182; 
  198.53; 1; 725; 4.456; 26.091; 0.256; 41.652; 30197.7; 86.628; 2410081.216; 11.995; 43.182; 
  198.55; 1; 725; 4.456; 26.091; 0.256; 41.652; 30197.7; 86.628; 2410167.844; 11.995; 43.182; 
  198.57; 1; 725; 4.456; 26.091; 0.256; 41.652; 30197.7; 86.628; 2410254.472; 11.996; 43.186; 
  198.58; 1; 725; 4.456; 26.092; 0.256; 41.652; 30197.7; 86.628; 2410341.1; 11.996; 43.186; 
  198.60; 1; 725; 4.456; 26.092; 0.256; 41.652; 30197.7; 86.628; 2410427.728; 11.996; 43.186; 
  198.62; 1; 725; 4.456; 26.093; 0.256; 41.652; 30197.7; 86.628; 2410514.356; 11.996; 43.186; 
  198.63; 1; 725; 4.456; 26.093; 0.256; 41.652; 30197.7; 86.628; 2410600.984; 11.997; 43.189; 
  198.65; 1; 725; 4.456; 26.094; 0.256; 41.652; 30197.7; 86.628; 2410687.612; 11.997; 43.189; 
  198.67; 1; 725; 4.456; 26.094; 0.256; 41.652; 30197.7; 86.628; 2410774.24; 11.997; 43.189; 
  198.68; 1; 725; 4.456; 26.095; 0.256; 41.652; 30197.7; 86.628; 2410860.868; 11.997; 43.189; 
  198.70; 1; 725; 4.456; 26.095; 0.256; 41.652; 30197.7; 86.628; 2410947.496; 11.997; 43.189; 
  198.72; 1; 725; 4.456; 26.096; 0.256; 41.652; 30197.7; 86.628; 2411034.124; 11.998; 43.193; 
  198.73; 1; 725; 4.456; 26.096; 0.256; 41.652; 30197.7; 86.628; 2411120.752; 11.998; 43.193; 
  198.75; 1; 725; 4.456; 26.097; 0.256; 41.652; 30197.7; 86.628; 2411207.38; 11.998; 43.193; 
  198.77; 1; 725; 4.456; 26.097; 0.256; 41.652; 30197.7; 86.628; 2411294.008; 11.998; 43.193; 
  198.78; 1; 725; 4.456; 26.098; 0.256; 41.652; 30197.7; 86.628; 2411380.636; 11.998; 43.193; 
  198.80; 1; 725; 4.456; 26.098; 0.256; 41.652; 30197.7; 86.628; 2411467.264; 11.999; 43.196; 
  198.82; 1; 725; 4.456; 26.099; 0.256; 41.652; 30197.7; 86.628; 2411553.892; 11.999; 43.196; 
  198.83; 1; 725; 4.456; 26.099; 0.256; 41.652; 30197.7; 86.628; 2411640.52; 11.999; 43.196; 
  198.85; 1; 725; 4.456; 26.099; 0.256; 41.652; 30197.7; 86.628; 2411727.148; 11.999; 43.196; 
  198.87; 1; 725; 4.456; 26.1; 0.256; 41.652; 30197.7; 86.628; 2411813.776; 12.0; 43.2; 
  198.88; 1; 725; 4.456; 26.1; 0.256; 41.652; 30197.7; 86.628; 2411900.404; 12.0; 43.2; 
  198.90; 1; 725; 4.456; 26.101; 0.256; 41.652; 30197.7; 86.628; 2411987.032; 12.0; 43.2; 
  198.92; 1; 725; 4.456; 26.101; 0.256; 41.652; 30197.7; 86.628; 2412073.66; 12.0; 43.2; 
  198.93; 1; 725; 4.456; 26.102; 0.256; 41.652; 30197.7; 86.628; 2412160.288; 12.0; 43.2; 
  198.95; 1; 725; 4.456; 26.102; 0.256; 41.652; 30197.7; 86.628; 2412246.916; 12.001; 43.204; 
  198.97; 1; 725; 4.456; 26.103; 0.256; 41.652; 30197.7; 86.628; 2412333.544; 12.001; 43.204; 
  198.98; 1; 725; 4.456; 26.103; 0.256; 41.652; 30197.7; 86.628; 2412420.172; 12.001; 43.204; 
  199.00; 1; 725; 4.456; 26.104; 0.256; 41.652; 30197.7; 86.628; 2412506.8; 12.001; 43.204; 
  199.02; 1; 725; 4.456; 26.104; 0.256; 41.652; 30197.7; 86.628; 2412593.428; 12.001; 43.204; 
  199.03; 1; 725; 4.456; 26.105; 0.256; 41.652; 30197.7; 86.628; 2412680.056; 12.002; 43.207; 
  199.05; 1; 725; 4.456; 26.105; 0.256; 41.652; 30197.7; 86.628; 2412766.684; 12.002; 43.207; 
  199.07; 1; 725; 4.456; 26.106; 0.256; 41.652; 30197.7; 86.628; 2412853.312; 12.002; 43.207; 
  199.08; 1; 725; 4.456; 26.106; 0.256; 41.652; 30197.7; 86.628; 2412939.94; 12.002; 43.207; 
  199.10; 1; 725; 4.456; 26.106; 0.256; 41.652; 30197.7; 86.628; 2413026.568; 12.003; 43.211; 
  199.12; 1; 725; 4.456; 26.107; 0.256; 41.652; 30197.7; 86.628; 2413113.196; 12.003; 43.211; 
  199.13; 1; 725; 4.456; 26.107; 0.256; 41.652; 30197.7; 86.628; 2413199.824; 12.003; 43.211; 
  199.15; 1; 725; 4.456; 26.108; 0.256; 41.652; 30197.7; 86.628; 2413286.452; 12.003; 43.211; 
  199.17; 1; 725; 4.456; 26.108; 0.256; 41.652; 30197.7; 86.628; 2413373.08; 12.003; 43.211; 
  199.18; 1; 725; 4.456; 26.109; 0.256; 41.652; 30197.7; 86.628; 2413459.708; 12.004; 43.214; 
  199.20; 1; 725; 4.456; 26.109; 0.256; 41.652; 30197.7; 86.628; 2413546.336; 12.004; 43.214; 
  199.22; 1; 725; 4.456; 26.11; 0.256; 41.652; 30197.7; 86.628; 2413632.964; 12.004; 43.214; 
  199.23; 1; 725; 4.456; 26.11; 0.256; 41.652; 30197.7; 86.628; 2413719.592; 12.004; 43.214; 
  199.25; 1; 725; 4.456; 26.111; 0.256; 41.652; 30197.7; 86.628; 2413806.22; 12.004; 43.214; 
  199.27; 1; 725; 4.456; 26.111; 0.256; 41.652; 30197.7; 86.628; 2413892.848; 12.005; 43.218; 
  199.28; 1; 725; 4.456; 26.112; 0.256; 41.652; 30197.7; 86.628; 2413979.476; 12.005; 43.218; 
  199.30; 1; 725; 4.456; 26.112; 0.256; 41.652; 30197.7; 86.628; 2414066.104; 12.005; 43.218; 
  199.32; 1; 725; 4.456; 26.113; 0.256; 41.652; 30197.7; 86.628; 2414152.732; 12.005; 43.218; 
  199.33; 1; 725; 4.456; 26.113; 0.256; 41.652; 30197.7; 86.628; 2414239.36; 12.006; 43.222; 
  199.35; 1; 725; 4.456; 26.114; 0.256; 41.652; 30197.7; 86.628; 2414325.988; 12.006; 43.222; 
  199.37; 1; 725; 4.456; 26.114; 0.256; 41.652; 30197.7; 86.628; 2414412.616; 12.006; 43.222; 
  199.38; 1; 725; 4.456; 26.114; 0.256; 41.652; 30197.7; 86.628; 2414499.244; 12.006; 43.222; 
  199.40; 1; 725; 4.456; 26.115; 0.256; 41.652; 30197.7; 86.628; 2414585.872; 12.006; 43.222; 
  199.42; 1; 725; 4.456; 26.115; 0.256; 41.652; 30197.7; 86.628; 2414672.5; 12.007; 43.225; 
  199.43; 1; 725; 4.456; 26.116; 0.256; 41.652; 30197.7; 86.628; 2414759.128; 12.007; 43.225; 
  199.45; 1; 725; 4.456; 26.116; 0.256; 41.652; 30197.7; 86.628; 2414845.756; 12.007; 43.225; 
  199.47; 1; 725; 4.456; 26.117; 0.256; 41.652; 30197.7; 86.628; 2414932.384; 12.007; 43.225; 
  199.48; 1; 725; 4.456; 26.117; 0.256; 41.652; 30197.7; 86.628; 2415019.012; 12.008; 43.229; 
  199.50; 1; 725; 4.456; 26.118; 0.256; 41.652; 30197.7; 86.628; 2415105.64; 12.008; 43.229; 
  199.52; 1; 725; 4.456; 26.118; 0.256; 41.652; 30197.7; 86.628; 2415192.268; 12.008; 43.229; 
  199.53; 1; 725; 4.456; 26.119; 0.256; 41.652; 30197.7; 86.628; 2415278.896; 12.008; 43.229; 
  199.55; 1; 725; 4.456; 26.119; 0.256; 41.652; 30197.7; 86.628; 2415365.524; 12.008; 43.229; 
  199.57; 1; 725; 4.456; 26.12; 0.256; 41.652; 30197.7; 86.628; 2415452.152; 12.009; 43.232; 
  199.58; 1; 725; 4.456; 26.12; 0.256; 41.652; 30197.7; 86.628; 2415538.78; 12.009; 43.232; 
  199.60; 1; 725; 4.456; 26.121; 0.256; 41.652; 30197.7; 86.628; 2415625.408; 12.009; 43.232; 
  199.62; 1; 725; 4.456; 26.121; 0.256; 41.652; 30197.7; 86.628; 2415712.036; 12.009; 43.232; 
  199.63; 1; 725; 4.456; 26.121; 0.256; 41.652; 30197.7; 86.628; 2415798.664; 12.009; 43.232; 
  199.65; 1; 725; 4.456; 26.122; 0.256; 41.652; 30197.7; 86.628; 2415885.292; 12.01; 43.236; 
  199.67; 1; 725; 4.456; 26.122; 0.256; 41.652; 30197.7; 86.628; 2415971.92; 12.01; 43.236; 
  199.68; 1; 725; 4.456; 26.123; 0.256; 41.652; 30197.7; 86.628; 2416058.548; 12.01; 43.236; 
  199.70; 1; 725; 4.456; 26.123; 0.256; 41.652; 30197.7; 86.628; 2416145.176; 12.01; 43.236; 
  199.72; 1; 725; 4.456; 26.124; 0.256; 41.652; 30197.7; 86.628; 2416231.804; 12.011; 43.24; 
  199.73; 1; 725; 4.456; 26.124; 0.256; 41.652; 30197.7; 86.628; 2416318.432; 12.011; 43.24; 
  199.75; 1; 725; 4.456; 26.125; 0.256; 41.652; 30197.7; 86.628; 2416405.06; 12.011; 43.24; 
  199.77; 1; 725; 4.456; 26.125; 0.256; 41.652; 30197.7; 86.628; 2416491.688; 12.011; 43.24; 
  199.78; 1; 725; 4.456; 26.126; 0.256; 41.652; 30197.7; 86.628; 2416578.316; 12.011; 43.24; 
  199.80; 1; 725; 4.456; 26.126; 0.256; 41.652; 30197.7; 86.628; 2416664.944; 12.012; 43.243; 
  199.82; 1; 725; 4.456; 26.127; 0.256; 41.652; 30197.7; 86.628; 2416751.572; 12.012; 43.243; 
  199.83; 1; 725; 4.456; 26.127; 0.256; 41.652; 30197.7; 86.628; 2416838.2; 12.012; 43.243; 
  199.85; 1; 725; 4.456; 26.128; 0.256; 41.652; 30197.7; 86.628; 2416924.828; 12.012; 43.243; 
  199.87; 1; 725; 4.456; 26.128; 0.256; 41.652; 30197.7; 86.628; 2417011.456; 12.012; 43.243; 
  199.88; 1; 725; 4.456; 26.129; 0.256; 41.652; 30197.7; 86.628; 2417098.084; 12.013; 43.247; 
  199.90; 1; 725; 4.456; 26.129; 0.256; 41.652; 30197.7; 86.628; 2417184.712; 12.013; 43.247; 
  199.92; 1; 725; 4.456; 26.129; 0.256; 41.652; 30197.7; 86.628; 2417271.34; 12.013; 43.247; 
  199.93; 1; 725; 4.456; 26.13; 0.256; 41.652; 30197.7; 86.628; 2417357.968; 12.013; 43.247; 
  199.95; 1; 725; 4.456; 26.13; 0.256; 41.652; 30197.7; 86.628; 2417444.596; 12.014; 43.25; 
  199.97; 1; 725; 4.456; 26.131; 0.256; 41.652; 30197.7; 86.628; 2417531.224; 12.014; 43.25; 
  199.98; 1; 725; 4.456; 26.131; 0.256; 41.652; 30197.7; 86.628; 2417617.852; 12.014; 43.25; 
  200.00; 1; 725; 4.456; 26.132; 0.256; 41.652; 30197.7; 86.628; 2417704.48; 12.014; 43.25; 
  200.02; 1; 725; 4.456; 26.132; 0.256; 41.652; 30197.7; 86.628; 2417791.108; 12.014; 43.25; 
  200.03; 1; 725; 4.456; 26.133; 0.256; 41.652; 30197.7; 86.628; 2417877.736; 12.015; 43.254; 
  200.05; 1; 725; 4.456; 26.133; 0.256; 41.652; 30197.7; 86.628; 2417964.364; 12.015; 43.254; 
  200.07; 1; 725; 4.456; 26.134; 0.256; 41.652; 30197.7; 86.628; 2418050.992; 12.015; 43.254; 
  200.08; 1; 725; 4.456; 26.134; 0.256; 41.652; 30197.7; 86.628; 2418137.62; 12.015; 43.254; 
  200.10; 1; 725; 4.456; 26.135; 0.256; 41.652; 30197.7; 86.628; 2418224.248; 12.015; 43.254; 
  200.12; 1; 725; 4.456; 26.135; 0.256; 41.652; 30197.7; 86.628; 2418310.876; 12.016; 43.258; 
  200.13; 1; 725; 4.456; 26.136; 0.256; 41.652; 30197.7; 86.628; 2418397.504; 12.016; 43.258; 
  200.15; 1; 725; 4.456; 26.136; 0.256; 41.652; 30197.7; 86.628; 2418484.132; 12.016; 43.258; 
  200.17; 1; 725; 4.456; 26.136; 0.256; 41.652; 30197.7; 86.628; 2418570.76; 12.016; 43.258; 
  200.18; 1; 725; 4.456; 26.137; 0.256; 41.652; 30197.7; 86.628; 2418657.388; 12.017; 43.261; 
  200.20; 1; 725; 4.456; 26.137; 0.256; 41.652; 30197.7; 86.628; 2418744.016; 12.017; 43.261; 
  200.22; 1; 725; 4.456; 26.138; 0.256; 41.652; 30197.7; 86.628; 2418830.644; 12.017; 43.261; 
  200.23; 1; 725; 4.456; 26.138; 0.256; 41.652; 30197.7; 86.628; 2418917.272; 12.017; 43.261; 
  200.25; 1; 725; 4.456; 26.139; 0.256; 41.652; 30197.7; 86.628; 2419003.9; 12.017; 43.261; 
  200.27; 1; 725; 4.456; 26.139; 0.256; 41.652; 30197.7; 86.628; 2419090.528; 12.018; 43.265; 
  200.28; 1; 725; 4.456; 26.14; 0.256; 41.652; 30197.7; 86.628; 2419177.156; 12.018; 43.265; 
  200.30; 1; 725; 4.456; 26.14; 0.256; 41.652; 30197.7; 86.628; 2419263.784; 12.018; 43.265; 
  200.32; 1; 725; 4.456; 26.141; 0.256; 41.652; 30197.7; 86.628; 2419350.412; 12.018; 43.265; 
  200.33; 1; 725; 4.456; 26.141; 0.256; 41.652; 30197.7; 86.628; 2419437.04; 12.018; 43.265; 
  200.35; 1; 725; 4.456; 26.142; 0.256; 41.652; 30197.7; 86.628; 2419523.668; 12.019; 43.268; 
  200.37; 1; 725; 4.456; 26.142; 0.256; 41.652; 30197.7; 86.628; 2419610.296; 12.019; 43.268; 
  200.38; 1; 725; 4.456; 26.143; 0.256; 41.652; 30197.7; 86.628; 2419696.924; 12.019; 43.268; 
  200.40; 1; 725; 4.456; 26.143; 0.256; 41.652; 30197.7; 86.628; 2419783.552; 12.019; 43.268; 
  200.42; 1; 725; 4.456; 26.143; 0.256; 41.652; 30197.7; 86.628; 2419870.18; 12.02; 43.272; 
  200.43; 1; 725; 4.456; 26.144; 0.256; 41.652; 30197.7; 86.628; 2419956.808; 12.02; 43.272; 
  200.45; 1; 725; 4.456; 26.144; 0.256; 41.652; 30197.7; 86.628; 2420043.436; 12.02; 43.272; 
  200.47; 1; 725; 4.456; 26.145; 0.256; 41.652; 30197.7; 86.628; 2420130.064; 12.02; 43.272; 
  200.48; 1; 725; 4.456; 26.145; 0.256; 41.652; 30197.7; 86.628; 2420216.692; 12.02; 43.272; 
  200.50; 1; 725; 4.456; 26.146; 0.256; 41.652; 30197.7; 86.628; 2420303.32; 12.021; 43.276; 
  200.52; 1; 725; 4.456; 26.146; 0.256; 41.652; 30197.7; 86.628; 2420389.948; 12.021; 43.276; 
  200.53; 1; 725; 4.456; 26.147; 0.256; 41.652; 30197.7; 86.628; 2420476.576; 12.021; 43.276; 
  200.55; 1; 725; 4.456; 26.147; 0.256; 41.652; 30197.7; 86.628; 2420563.204; 12.021; 43.276; 
  200.57; 1; 725; 4.456; 26.148; 0.256; 41.652; 30197.7; 86.628; 2420649.832; 12.021; 43.276; 
  200.58; 1; 725; 4.456; 26.148; 0.256; 41.652; 30197.7; 86.628; 2420736.46; 12.022; 43.279; 
  200.60; 1; 725; 4.456; 26.149; 0.256; 41.652; 30197.7; 86.628; 2420823.088; 12.022; 43.279; 
  200.62; 1; 725; 4.456; 26.149; 0.256; 41.652; 30197.7; 86.628; 2420909.716; 12.022; 43.279; 
  200.63; 1; 725; 4.456; 26.15; 0.256; 41.652; 30197.7; 86.628; 2420996.344; 12.022; 43.279; 
  200.65; 1; 725; 4.456; 26.15; 0.256; 41.652; 30197.7; 86.628; 2421082.972; 12.023; 43.283; 
  200.67; 1; 725; 4.456; 26.151; 0.256; 41.652; 30197.7; 86.628; 2421169.6; 12.023; 43.283; 
  200.68; 1; 725; 4.456; 26.151; 0.256; 41.652; 30197.7; 86.628; 2421256.228; 12.023; 43.283; 
  200.70; 1; 725; 4.456; 26.151; 0.256; 41.652; 30197.7; 86.628; 2421342.856; 12.023; 43.283; 
  200.72; 1; 725; 4.456; 26.152; 0.256; 41.652; 30197.7; 86.628; 2421429.484; 12.023; 43.283; 
  200.73; 1; 725; 4.456; 26.152; 0.256; 41.652; 30197.7; 86.628; 2421516.112; 12.024; 43.286; 
  200.75; 1; 725; 4.456; 26.153; 0.256; 41.652; 30197.7; 86.628; 2421602.74; 12.024; 43.286; 
  200.77; 1; 725; 4.456; 26.153; 0.256; 41.652; 30197.7; 86.628; 2421689.368; 12.024; 43.286; 
  200.78; 1; 725; 4.456; 26.154; 0.256; 41.652; 30197.7; 86.628; 2421775.996; 12.024; 43.286; 
  200.80; 1; 725; 4.456; 26.154; 0.256; 41.652; 30197.7; 86.628; 2421862.624; 12.025; 43.29; 
  200.82; 1; 725; 4.456; 26.155; 0.256; 41.652; 30197.7; 86.628; 2421949.252; 12.025; 43.29; 
